Type,IP,Name,ID,Time,Page,Message,LogNumber
"Low Urgency",127.0.0.1,Dennis,4,"04-03-2022 11:28:45",product,"Product sjaal added to cart",LogMsg-3012
"Low Urgency",127.0.0.1,Dennis,4,"07-03-2022 21:05:12",product,"Tried to add sjaal, while already in cart",LogMsg-5181
"Low Urgency",127.0.0.1,Dennis,4,"07-03-2022 21:05:33",product,"Tried to add sjaal, while already in cart",LogMsg-8776
"Low Urgency",127.0.0.1,Dennis,4,"07-03-2022 21:07:27",product,"Tried to add sjaal, while already in cart",LogMsg-3346
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 08:43:09",product,"Rated product with ID: 1 ",LogMsg-2647
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 08:43:42",product,"Rated product with ID: 1 ",LogMsg-5863
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 08:47:08",product,"Rated product with ID: 1 ",LogMsg-6777
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 08:47:23",product,"Rated product with ID: 1 ",LogMsg-2302
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 08:49:48",product,"Rated product with ID: 2 ",LogMsg-9806
"Low Urgency",127.0.0.1,Test,5,"09-03-2022 09:03:47",product,"Rated product with ID: 1 ",LogMsg-132606
"Low Urgency",127.0.0.1,Test,5,"09-03-2022 09:04:11",product,"Rated product with ID: 2 ",LogMsg-434564
"Low Urgency",127.0.0.1,Test,5,"09-03-2022 09:23:40",product,"Rated product with ID: 1 ",LogMsg-727456
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 10:38:55",product,"Rated product with ID: 1 ",LogMsg-170686
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 10:39:10",product,"Rated product with ID: 1 ",LogMsg-775092
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 10:47:55",product,"Rated product with ID: 4 ",LogMsg-441492
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 11:48:03",product,"Rated product with ID: 1 ",LogMsg-453894
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 11:48:17",product,"Rated product with ID: 1 ",LogMsg-579720
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 11:48:46",product,"Rated product with ID: 1 ",LogMsg-988948
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 11:48:51",product,"Rated product with ID: 1 ",LogMsg-214487
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 11:49:10",product,"Rated product with ID: 1 ",LogMsg-712873
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 11:49:16",product,"Rated product with ID: 1 ",LogMsg-733973
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 11:49:41",product,"Rated product with ID: 1 ",LogMsg-213572
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 11:50:42",product,"Rated product with ID: 1 ",LogMsg-783097
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 12:10:20",product,"Rated product with ID: 3 ",LogMsg-746427
"Low Urgency",127.0.0.1,Dennis,4,"10-03-2022 11:47:46",product,"Rated product with ID: 1 ",LogMsg-773699
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 12:43:35",product,"Rated product with ID: 1 ",LogMsg-417781,0.0157
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 12:43:43",product,"Rated product with ID: 2 ",LogMsg-546304,0.01355
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 12:43:49",product,"Rated product with ID: 3 ",LogMsg-838628,0.01173
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 12:44:19",product,"Rated product with ID: 4 ",LogMsg-783526,0.02968
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 12:44:30",product,"Rated product with ID: 4 ",LogMsg-884696,0.02513
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 12:46:10",product,"Rated product with ID: 4 ",LogMsg-819219,0.04607
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 12:46:26",product,"Rated product with ID: 4 ",LogMsg-748980,0.03726
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 12:46:44",product,"Rated product with ID: 1 ",LogMsg-676132,0.02376
"Low Urgency",127.0.0.1,guest,0,"22-03-2022 12:49:55",product,"Rated product with ID: 1 ",LogMsg-921728,0.04311
"Low Urgency",127.0.0.1,guest,0,"22-03-2022 12:50:01",product,"Rated product with ID: 1 ",LogMsg-954016,0.0239
"Low Urgency",127.0.0.1,guest,0,"22-03-2022 12:50:28",product,"Rated product with ID: 1 ",LogMsg-158922,0.01928
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 12:52:21",product,"Rated product with ID: 4 ",LogMsg-606105,0.01567
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 12:52:57",product,"Rated product with ID: 3 ",LogMsg-644586,0.02738
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 12:53:04",product,"Rated product with ID: 2 ",LogMsg-460625,0.01299
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 13:02:48",product,"Rated product with ID: 1 ",LogMsg-238799,0.0192
"Low Urgency",127.0.0.1,guest,0,"22-03-2022 13:02:56",product,"Rated product with ID: 1 ",LogMsg-112524,0.01166
"Low Urgency",127.0.0.1,guest,0,"22-03-2022 13:03:31",product,"Rated product with ID: 1 ",LogMsg-554241,0.04203
